,user_id,streamer_name,start_time,community
9711,329,40,1844,0
9712,329,46,1879,0
9713,329,39,1963,0
9714,329,35,1978,0
9715,329,43,1992,0
9716,329,35,2297,0
9717,329,45,2375,0
9718,329,43,2560,0
9719,329,40,2591,0
9720,329,45,2664,0
9721,329,45,2807,0
9722,329,47,2869,6
9723,329,48,2981,0
9724,329,46,3022,0
9725,329,35,3063,0
9726,329,49,3217,0
9727,329,46,3191,0
9728,329,48,3272,0
9729,329,40,3450,0
9730,329,50,3583,0
9731,329,42,3824,0
9732,329,35,3788,0
9734,329,47,3842,6
9735,329,51,3843,0
9736,329,42,3967,0
9737,329,41,3937,0
9738,329,39,3955,0
9739,329,47,3989,6
9740,329,43,3988,0
9741,329,40,4025,0
9742,329,43,4139,0
9743,329,52,4141,0
9744,329,46,4359,0
9745,329,36,4407,0
9746,329,39,4713,0
9747,329,53,4800,0
9748,329,35,4807,0
9749,329,54,4876,0
9750,329,47,4878,6
9751,329,40,5030,0
9752,329,53,5086,0
9753,329,49,5125,0
9754,329,55,5148,0
9755,329,36,5266,0
9756,329,47,5281,6
9757,329,40,5321,0
9758,329,42,5516,0
9759,329,44,5631,5
9760,329,42,5657,0
9761,329,56,5705,0
9762,329,42,5804,0
9763,329,47,5847,6
9764,329,36,5852,0
9765,329,35,5845,0
9766,329,57,5855,0
9767,329,40,5892,0
9768,329,58,5940,0
9769,329,42,5952,0
9770,329,54,5984,0
9772,329,47,5981,6
9773,329,39,6023,0
9774,329,36,6021,0
9810,331,59,2,5
9811,331,60,105,4
9812,331,61,121,4
9813,331,62,120,4
9815,331,63,149,4
9817,331,64,309,4
9818,331,65,350,5
9819,331,66,448,4
9820,331,67,532,4
9821,331,60,563,4
9823,331,63,586,4
9824,331,64,588,4
9825,331,68,677,4
9826,331,69,674,4
9828,331,70,692,4
9829,331,64,722,4
9830,331,71,719,4
9831,331,72,712,4
9832,331,73,726,4
9834,331,74,727,4
9835,331,61,826,4
9836,331,75,993,4
9837,331,76,995,4
9838,331,74,998,4
9839,331,75,1023,4
9840,331,77,1088,4
9842,331,67,1104,4
9843,331,78,1115,4
9844,331,79,1121,4
9845,331,80,1160,4
9846,331,67,1258,4
9847,331,70,1291,4
9848,331,81,1262,4
9850,331,82,1286,4
9851,331,80,1297,4
9852,331,69,1397,4
9853,331,82,1426,4
9854,331,69,1419,4
9855,331,63,1431,4
9856,331,83,1517,2
9857,331,68,1531,4
9858,331,69,1537,4
9859,331,72,1533,4
9860,331,67,1556,4
9861,331,74,1602,4
9862,331,80,1593,4
9863,331,82,1710,4
9864,331,74,1722,4
9866,331,84,1750,5
9867,331,83,1783,2
9868,331,68,1828,4
9869,331,77,1828,4
9870,331,72,1896,4
9871,331,82,1990,4
9872,331,76,1991,4
9873,331,80,2033,4
9874,331,68,2140,4
9875,331,69,2123,4
9877,331,82,2123,4
9878,331,76,2133,4
9879,331,69,2134,4
9880,331,85,2181,2
9881,331,82,2165,4
9882,331,77,2178,4
9883,331,79,2179,4
9884,331,86,2181,4
9885,331,82,2174,4
9886,331,87,2177,4
9888,331,63,2324,4
9889,331,64,2419,4
9890,331,69,2418,4
9891,331,76,2427,4
9892,331,83,2540,2
9893,331,82,2610,4
9894,331,88,2669,4
9895,331,89,2726,4
9896,331,66,2741,4
9898,331,75,2728,4
9899,331,70,2736,4
9900,331,90,2865,4
9901,331,63,2895,4
9902,331,64,2896,4
9903,331,89,3005,4
9904,331,63,3006,4
9905,331,67,3105,4
9906,331,67,3117,4
9907,331,69,3132,4
9908,331,76,3137,4
9909,331,90,3156,4
9910,331,82,3429,4
9911,331,72,3536,4
9912,331,69,3562,4
9913,331,80,3600,4
9914,331,76,3599,4
9915,331,63,3601,4
9916,331,88,3669,4
9917,331,68,3694,4
9920,331,74,3739,4
9921,331,91,3744,4
9922,331,73,3737,4
9923,331,86,3745,4
9924,331,85,3869,2
9925,331,89,3865,4
9926,331,74,3878,4
9927,331,44,3897,5
9928,331,82,3894,4
9929,331,62,3934,4
9930,331,83,3953,2
9931,331,76,3964,4
9932,331,85,3981,2
9933,331,82,3993,4
9934,331,70,3998,4
9935,331,66,3991,4
9936,331,71,4019,4
9938,331,77,4040,4
9939,331,86,4039,4
9941,331,92,4123,4
9942,331,87,4128,4
9943,331,69,4134,4
9944,331,74,4147,4
9945,331,93,4227,5
9946,331,67,4256,4
9947,331,67,4258,4
9948,331,69,4265,4
9949,331,60,4295,4
9950,331,75,4312,4
9951,331,82,4290,4
9952,331,62,4317,4
9953,331,92,4425,4
9954,331,87,4425,4
9955,331,80,4455,4
9956,331,77,4524,4
9957,331,80,4595,4
9958,331,71,4612,4
9959,331,82,4613,4
9960,331,94,4696,4
9961,331,76,4741,4
9962,331,67,4851,4
9963,331,95,4851,4
9964,331,96,4863,4
9965,331,91,4878,4
9966,331,91,4890,4
9967,331,96,5002,4
9968,331,96,5004,4
9969,331,60,5031,4
9970,331,60,5035,4
9971,331,77,5092,4
9972,331,82,5099,4
9973,331,97,5104,4
9974,331,97,5110,4
9975,331,97,5113,4
9976,331,98,5124,4
9977,331,99,5140,4
9978,331,97,5169,4
9979,331,80,5172,4
9981,331,91,5295,4
9982,331,74,5298,4
9983,331,96,5293,4
9984,331,76,5325,4
9985,331,99,5432,4
9986,331,97,5450,4
9988,331,76,5595,4
9990,331,60,5703,4
9991,331,71,5744,4
9992,331,99,5731,4
9994,331,83,5802,2
9995,331,100,5809,4
9996,331,97,5817,4
9997,331,61,5902,4
10546,356,47,593,6
10547,356,101,590,6
10548,356,102,592,6
10549,356,103,741,6
10550,356,102,1171,6
10551,356,104,1191,6
10552,356,105,1448,6
10553,356,47,1460,6
10554,356,106,1706,6
10555,356,107,1718,6
10556,356,47,1891,6
10557,356,101,1911,6
10558,356,102,2073,6
10559,356,108,2187,6
10560,356,109,2214,6
10561,356,47,2272,6
10562,356,109,2366,6
10563,356,110,2594,6
10564,356,104,2607,6
10565,356,111,2746,6
10566,356,112,2729,6
10567,356,104,2748,6
10568,356,47,2866,6
10569,356,109,2914,6
10570,356,44,2935,5
10571,356,113,3012,6
10572,356,44,3052,5
10573,356,114,3056,6
10574,356,44,3177,5
10575,356,65,3225,5
10576,356,47,3293,6
10577,356,109,3328,6
10578,356,101,3630,6
10579,356,47,3582,6
10580,356,111,3622,6
10581,356,102,3620,6
10582,356,65,3653,5
10583,356,106,3715,6
10584,356,109,3750,6
10585,356,106,4063,6
10586,356,44,4042,5
10587,356,112,4053,6
10588,356,47,4135,6
10589,356,102,4162,6
10590,356,115,4165,6
10591,356,102,4181,6
10592,356,102,4216,6
10593,356,113,4299,6
10594,356,116,4457,6
10595,356,109,4472,6
10596,356,109,4622,6
10597,356,111,4755,6
10598,356,117,4768,6
10599,356,118,4778,6
10600,356,47,5007,6
10601,356,119,5006,6
10602,356,120,5038,6
10603,356,113,5292,6
10604,356,111,5319,6
10605,356,106,5351,6
10606,356,111,5323,6
10607,356,121,5349,6
10608,356,117,5447,6
10609,356,113,5458,6
10610,356,102,5464,6
10611,356,109,5470,6
10612,356,47,5599,6
10613,356,109,5598,6
10614,356,122,5901,6
10615,356,116,6061,6
12141,417,123,87,0
12142,417,124,27,5
12143,417,125,26,0
12145,417,126,82,0
12146,417,127,92,0
12147,417,126,88,0
12148,417,38,129,0
12149,417,126,130,0
12150,417,123,223,0
12151,417,128,283,5
12152,417,125,319,0
12153,417,124,318,5
12154,417,129,376,5
12155,417,126,376,0
12156,417,38,508,0
12157,417,130,539,5
12159,417,131,802,0
12160,417,129,844,5
12161,417,132,897,0
12165,417,125,1028,0
12166,417,132,1049,0
12169,417,129,1141,5
12170,417,133,1325,0
12172,417,134,1379,5
12173,417,135,1433,5
12174,417,129,1432,5
12175,417,136,1447,5
12176,417,127,1440,0
12177,417,137,1453,5
12178,417,138,1592,5
12179,417,139,1481,5
12180,417,140,1491,0
12181,417,133,1490,0
12183,417,141,1567,0
12184,417,142,1589,5
12185,417,143,1588,0
12186,417,144,1591,5
12187,417,139,1648,5
12189,417,133,1654,0
12190,417,145,1661,0
12191,417,146,1855,0
12192,417,147,1941,5
12193,417,55,2085,0
12195,417,125,2138,0
12196,417,148,2178,0
12197,417,125,2294,0
12198,417,137,2451,5
12200,417,139,2603,5
12201,417,149,2628,5
12203,417,150,2630,5
12204,417,131,2632,0
12206,417,151,2861,5
12207,417,152,2895,0
12208,417,134,2952,5
12209,417,132,3039,0
12211,417,153,3100,0
12212,417,154,3106,5
12213,417,155,3112,0
12214,417,156,3180,5
12216,417,157,3181,0
12217,417,158,3180,5
12218,417,124,3194,5
12220,417,145,3241,0
12222,417,159,3298,0
12223,417,160,3297,5
12224,417,161,3298,0
12225,417,159,3377,0
12226,417,162,3450,5
12227,417,161,3385,0
12228,417,155,3431,0
12229,417,157,3431,0
12230,417,155,3438,0
12231,417,161,3447,0
12233,417,138,3486,5
12234,417,163,3499,5
12235,417,161,3515,0
12236,417,134,3526,5
12237,417,161,3519,0
12238,417,159,3527,0
12241,417,150,3619,5
12243,417,164,3724,0
12244,417,156,3784,5
12245,417,165,3808,5
12246,417,134,3807,5
12247,417,51,3864,0
12249,417,166,4098,0
12250,417,146,4292,0
12252,417,167,4288,3
12253,417,127,4386,0
12254,417,123,4438,0
12256,417,159,4582,0
12258,417,38,4667,0
12260,417,146,4727,0
12262,417,38,4725,0
12263,417,152,4762,0
12264,417,153,4863,0
12265,417,168,4957,5
12266,417,169,4954,0
12267,417,169,5091,0
12268,417,134,5242,5
12269,417,170,5244,0
12270,417,127,5247,0
12271,417,170,5246,0
12272,417,171,5386,5
12273,417,146,5433,0
12274,417,151,5450,5
12275,417,172,5517,5
12276,417,169,5627,0
12277,417,132,5632,0
12278,417,55,5660,0
12280,417,170,5725,0
12281,417,173,5729,0
12282,417,172,5801,5
12283,417,146,5861,0
12284,417,132,5900,0
12288,417,55,6096,0
12289,417,166,6097,0
13095,445,174,510,0
13096,445,175,594,0
13099,445,176,720,0
13100,445,55,844,0
13101,445,176,1006,0
13103,445,176,1156,0
13104,445,174,1375,0
13105,445,175,1510,0
13106,445,174,1557,0
13107,445,174,1666,0
13108,445,175,1701,0
13109,445,176,1869,0
13110,445,174,1985,0
13111,445,174,2113,0
13112,445,39,2119,0
13113,445,175,2128,0
13114,445,176,2163,0
13116,445,45,2380,0
13117,445,39,2392,0
13120,445,55,2512,0
13124,445,174,2850,0
13125,445,43,2855,0
13126,445,175,2905,0
13127,445,39,2989,0
13128,445,50,3014,0
13129,445,177,3161,0
13130,445,175,3278,0
13132,445,174,3420,0
13134,445,174,3734,0
13135,445,39,3858,0
13136,445,39,3990,0
13137,445,175,3991,0
13138,445,43,4003,0
13139,445,174,4024,0
13140,445,175,4142,0
13141,445,50,4277,0
13142,445,174,4314,0
13143,445,174,4420,0
13144,445,175,4430,0
13145,445,174,4621,0
13146,445,174,4883,0
13147,445,174,4991,0
13148,445,176,5279,0
13149,445,175,5304,0
13150,445,174,5419,0
13152,445,176,5447,0
13155,445,176,5608,0
13157,445,176,5729,0
13158,445,174,5988,0
13159,445,176,5993,0
13160,445,178,6027,0
13161,445,174,6137,0
13447,462,179,0,2
13452,462,180,276,2
13453,462,181,395,2
13456,462,179,701,2
13457,462,181,823,2
13458,462,181,827,2
13459,462,182,841,2
13462,462,182,1715,2
13467,462,182,2253,2
13468,462,182,2422,2
13470,462,183,2518,2
13471,462,183,2524,2
13474,462,182,2861,2
13475,462,179,3117,2
13478,462,182,3729,2
13479,462,181,3832,2
13480,462,182,4018,2
13483,462,184,4238,2
13484,462,180,4242,2
13485,462,185,4289,2
13487,462,180,4401,2
13490,462,186,4582,2
13491,462,180,4988,2
13494,462,182,5302,2
13497,462,186,5581,2
13498,462,187,5655,2
15291,529,188,1,0
15292,529,47,188,6
15293,529,189,283,0
15294,529,188,286,0
15298,529,47,589,6
15299,529,190,717,0
15300,529,47,997,6
15302,529,191,998,0
15304,529,189,1011,0
15305,529,44,1067,5
15306,529,192,1145,0
15307,529,193,1143,0
15308,529,39,1293,0
15309,529,190,1291,0
15310,529,194,1432,0
15311,529,44,1492,5
15312,529,47,1571,6
15313,529,189,1568,0
15314,529,44,1632,5
15315,529,195,1650,3
15316,529,107,1719,6
15317,529,196,1724,0
15318,529,109,1737,6
15319,529,49,1951,0
15320,529,197,1966,0
15321,529,44,2031,5
15322,529,190,2104,0
15323,529,188,2104,0
15324,529,49,2250,0
15325,529,35,2294,0
15326,529,44,2294,5
15327,529,198,2564,0
15328,529,35,2793,0
15329,529,53,2794,0
15330,529,199,2838,0
15331,529,200,2862,0
15332,529,199,2982,0
15333,529,54,3010,0
15334,529,46,3180,0
15335,529,146,3305,0
15336,529,188,3406,0
15337,529,201,3461,6
15338,529,46,3419,0
15340,529,109,3461,6
15341,529,49,3470,0
15342,529,47,3576,6
15343,529,197,3576,0
15344,529,188,3696,0
15345,529,190,3698,0
15348,529,202,3726,0
15349,529,188,3836,0
15350,529,51,3854,0
15351,529,44,3917,5
15352,529,188,4005,0
15353,529,203,4007,0
15354,529,200,4006,0
15356,529,200,4182,0
15358,529,204,4197,0
15359,529,205,4217,5
15360,529,202,4188,0
15361,529,197,4434,0
15362,529,200,4433,0
15363,529,206,4715,0
15364,529,171,4715,5
15365,529,54,4854,0
15366,529,188,4841,0
15367,529,190,4862,0
15368,529,207,5087,0
15369,529,208,5024,5
15371,529,49,5143,0
15372,529,188,5129,0
15376,529,47,5140,6
15377,529,197,5141,0
15380,529,199,5145,0
15381,529,209,5180,0
15382,529,109,5207,6
15383,529,46,5227,0
15384,529,209,5298,0
15385,529,49,5298,0
15386,529,210,5343,0
15387,529,44,5355,5
15388,529,55,5412,0
15389,529,200,5483,0
15390,529,47,5484,6
15391,529,54,5600,0
15392,529,200,5596,0
15393,529,210,5611,0
15394,529,54,5686,0
15395,529,42,5781,0
15396,529,207,5781,0
15397,529,188,5834,0
15398,529,46,5987,0
15399,529,46,6113,0
15400,529,188,6113,0
16282,574,211,1711,0
16283,574,212,1715,0
16284,574,213,1789,0
16285,574,203,2292,0
16286,574,212,4723,0
16287,574,213,5099,0
16288,574,188,5126,0
16289,574,214,5256,0
16290,574,212,5252,0
16291,574,210,5302,0
16292,574,210,5305,0
16305,576,215,1951,6
16306,576,216,1947,6
16307,576,106,2107,6
16308,576,108,2158,6
16309,576,217,2227,6
16310,576,108,2297,6
16314,576,216,2382,6
16315,576,106,2391,6
16316,576,47,2433,6
16317,576,218,2432,6
16321,576,108,2580,6
16322,576,218,2561,6
16325,576,106,2603,6
16327,576,106,2717,6
16328,576,108,2725,6
16331,576,112,2751,6
16333,576,219,2757,6
16334,576,220,2852,6
16335,576,218,2851,6
16339,576,106,2993,6
16341,576,221,3034,6
16342,576,220,3014,6
16344,576,222,3035,6
16345,576,109,3052,6
16346,576,219,3037,6
16348,576,223,3112,6
16349,576,224,3121,6
16350,576,47,3140,6
16353,576,225,3155,6
16354,576,226,3157,6
16355,576,115,3187,6
16356,576,227,3188,6
16357,576,228,3271,6
16359,576,47,3299,6
16361,576,221,3313,6
16362,576,109,3350,6
16366,576,106,3427,6
16367,576,227,3413,6
16368,576,47,3417,6
16369,576,229,3424,6
16370,576,221,3461,6
16376,576,227,3598,6
16377,576,109,3630,6
16378,576,219,3629,6
16379,576,217,3631,6
16382,576,109,3771,6
16385,576,230,3777,6
16387,576,229,3870,6
16389,576,221,3872,6
16390,577,231,1461,2
16391,577,232,1463,5
16394,577,124,3017,5
16395,577,233,3021,5
16398,577,234,3475,2
16399,577,235,3467,5
16400,577,236,4058,5
16403,577,237,4318,5
16404,577,238,4321,5
16405,577,236,4342,5
16406,577,236,5053,5
16408,577,236,5338,5
16810,593,140,18,0
16811,593,140,167,0
16812,593,202,169,0
16814,593,38,323,0
16817,593,37,425,0
16819,593,202,457,0
16821,593,53,954,0
16822,593,54,1020,0
16823,593,132,1070,0
16824,593,239,1142,0
16825,593,54,1183,0
16826,593,54,1294,0
16829,593,53,1421,0
16831,593,240,1515,0
16832,593,241,1515,0
16833,593,242,1515,0
16834,593,39,1537,0
16836,593,243,1597,0
16837,593,202,1607,0
16838,593,55,1652,0
16839,593,244,1681,0
16840,593,206,1879,0
16841,593,196,1881,0
16842,593,140,1935,0
16843,593,243,1957,0
16844,593,206,2152,0
16845,593,132,2200,0
16846,593,243,2164,0
16847,593,206,2287,0
16850,593,143,2596,0
16851,593,245,2556,0
16852,593,42,2549,0
16854,593,55,2558,0
16855,593,55,2561,0
16856,593,132,2603,0
16859,593,246,2704,0
16861,593,54,2738,0
16863,593,131,2937,0
16864,593,247,2935,0
16866,593,35,3069,0
16867,593,157,3126,0
16868,593,159,3126,0
16869,593,155,3126,0
16870,593,243,3135,0
16871,593,202,3173,0
16872,593,36,3289,0
16874,593,196,3428,0
16875,593,36,3434,0
16876,593,202,3457,0
16878,593,53,3523,0
16880,593,159,3622,0
16882,593,54,3700,0
16884,593,247,4522,0
16885,593,42,4541,0
16886,593,243,4534,0
16887,593,243,4569,0
16889,593,202,4610,0
16890,593,243,4740,0
16891,593,243,4744,0
16893,593,49,4971,0
16894,593,243,5554,0
16895,593,53,5657,0
16897,593,132,6034,0
19527,678,248,108,2
19529,678,95,108,4
19530,678,171,235,5
19531,678,134,229,5
19534,678,95,251,4
19535,678,187,330,2
19536,678,249,352,5
19538,678,250,522,4
19539,678,251,523,4
19540,678,78,540,4
19541,678,82,543,4
19542,678,252,807,2
19545,678,61,832,4
19546,678,252,832,2
19547,678,80,883,4
19548,678,253,901,5
19549,678,86,883,4
19551,678,86,959,4
19553,678,78,1111,4
19554,678,254,1255,2
19555,678,252,1392,2
19556,678,134,1403,5
19557,678,86,1391,4
19558,678,255,1392,4
19559,678,61,1398,4
19560,678,251,1540,4
19561,678,61,1682,4
19564,678,250,1739,4
19565,678,249,1776,5
19566,678,254,1803,2
19567,678,71,1902,4
19568,678,61,1898,4
19569,678,63,1897,4
19570,678,252,1963,2
19571,678,254,1970,2
19574,678,134,2109,5
19575,678,252,2109,2
19576,678,86,2182,4
19577,678,249,2212,5
19579,678,134,2238,5
19581,678,71,2335,4
19582,678,248,2335,2
19584,678,256,2372,4
19586,678,91,2463,4
19588,678,88,2531,4
19589,678,86,2542,4
19590,678,88,2678,4
19591,678,134,2679,5
19592,678,134,2818,5
19593,678,254,2820,2
19594,678,134,2962,5
19595,678,61,2972,4
19596,678,252,3281,2
19597,678,61,3283,4
19598,678,255,3267,4
19599,678,254,3407,2
19600,678,257,3413,5
19602,678,252,3411,2
19603,678,91,3431,4
19604,678,74,3447,4
19605,678,80,3444,4
19606,678,89,3447,4
19607,678,86,3447,4
19609,678,254,3671,2
19610,678,171,3685,5
19614,678,134,3970,5
19615,678,92,3971,4
19616,678,100,4112,4
19617,678,92,4265,4
19618,678,134,4396,5
19619,678,100,4395,4
19620,678,134,4543,5
19621,678,258,4542,2
19622,678,86,4541,4
19623,678,88,4540,4
19624,678,77,4654,4
19625,678,248,4654,2
19627,678,134,4678,5
19628,678,250,4676,4
19629,678,82,4698,4
19631,678,187,4773,2
19632,678,249,4784,5
19633,678,95,4853,4
19634,678,66,4887,4
19635,678,63,4862,4
19636,678,91,4882,4
19637,678,100,4972,4
19638,678,249,5067,5
19639,678,94,5208,4
19640,678,259,5208,2
19641,678,249,5206,5
19642,678,100,5247,4
19644,678,69,5267,4
19645,678,260,5342,2
19646,678,69,5417,4
19647,678,74,5468,4
19648,678,92,5467,4
19649,678,250,5477,4
19650,678,261,5486,4
19651,678,254,5476,2
19652,678,79,5485,4
19654,678,92,5673,4
19655,678,100,5687,4
19656,678,71,5708,4
19657,678,100,5818,4
19658,678,92,5817,4
19659,678,92,5818,4
19660,678,258,5853,2
19661,678,162,5853,5
19662,678,134,5972,5
19663,678,92,5959,4
19664,678,82,6129,4
19665,678,64,6129,4
19666,678,74,6129,4
20523,706,12,239,10
20524,706,12,258,10
20526,706,12,524,10
20527,706,262,622,10
20528,706,195,1655,3
20529,706,44,2482,5
20530,706,263,2514,10
20532,706,264,2681,5
20533,706,265,2678,10
20534,706,262,2901,10
20536,706,265,3104,10
20537,706,12,3419,10
20538,706,265,3395,10
20539,706,265,3698,10
20540,706,264,4521,5
20541,706,265,4687,10
20542,706,12,4980,10
20543,706,265,4974,10
20544,706,265,4975,10
20545,706,262,5048,10
20546,706,12,5104,10
20547,706,12,5255,10
20549,706,195,5512,3
20550,706,265,5512,10
20552,706,266,5813,10
20553,706,12,5841,10
20554,706,12,5983,10
22785,778,104,216,6
22786,778,267,311,7
22787,778,107,1597,6
22788,778,268,1646,6
22789,778,269,1659,7
22790,778,107,1726,6
22791,778,270,2577,7
22792,778,104,2646,6
22793,778,267,2868,7
22794,778,271,4161,7
22795,778,270,4445,7
22796,778,104,4509,6
22797,778,272,4573,7
22798,778,273,4572,7
22799,778,274,4845,5
22800,778,274,4989,5
22801,778,274,5293,5
22802,778,270,5297,7
22803,778,275,5396,5
22804,778,275,5559,5
22805,778,274,5562,5
22806,778,103,5598,6
22808,778,270,6117,7
23293,790,39,141,0
23294,790,40,142,0
23295,790,276,153,0
23296,790,40,294,0
23297,790,204,335,0
23298,790,175,434,0
23299,790,37,542,0
23301,790,277,538,0
23303,790,278,722,7
23304,790,276,740,0
23306,790,36,818,0
23307,790,39,818,0
23309,790,279,962,5
23310,790,280,961,0
23311,790,42,972,0
23312,790,281,1033,7
23313,790,278,1028,7
23315,790,41,1214,0
23316,790,174,1220,0
23317,790,282,1290,0
23319,790,50,1280,0
23320,790,245,1357,0
23321,790,279,1358,5
23322,790,174,1566,0
23323,790,175,1578,0
23324,790,49,1670,0
23325,790,175,1710,0
23326,790,282,1715,0
23327,790,178,1743,0
23328,790,283,1728,5
23329,790,276,1739,0
23330,790,245,1776,0
23331,790,245,1777,0
23332,790,175,1844,0
23333,790,279,1928,5
23334,790,282,2001,0
23335,790,278,2000,7
23336,790,276,2028,0
23337,790,39,2130,0
23338,790,45,2225,0
23339,790,39,2412,0
23340,790,283,2445,5
23342,790,49,2704,0
23344,790,175,2792,0
23345,790,178,2806,0
23346,790,279,2831,5
23348,790,276,2875,0
23350,790,39,2980,0
23351,790,174,3164,0
23352,790,282,3439,0
23353,790,36,3440,0
23355,790,241,3577,0
23356,790,175,3577,0
23358,790,174,3738,0
23359,790,278,3874,7
23362,790,175,3994,0
23363,790,50,4295,0
23364,790,174,4410,0
23365,790,178,4442,0
23366,790,282,4542,0
23367,790,283,4795,5
23368,790,278,4880,7
23370,790,39,4976,0
23371,790,49,5010,0
23372,790,178,5014,0
23373,790,283,5072,5
23374,790,49,5151,0
23375,790,278,5131,7
23376,790,175,5148,0
23377,790,174,5166,0
23378,790,178,5223,0
23379,790,241,5284,0
23380,790,279,5281,5
23381,790,284,5363,0
23382,790,49,5440,0
23383,790,178,5449,0
23384,790,178,5654,0
23386,790,245,5984,0
23387,790,283,6015,5
23388,790,178,6132,0
25201,861,285,83,0
25204,861,286,277,0
25205,861,189,271,0
25208,861,287,687,0
25210,861,288,2274,0
25211,861,289,2294,0
25215,861,289,2572,0
25216,861,56,2721,0
25218,861,197,2954,0
25219,861,289,3001,0
25220,861,190,3383,0
25222,861,288,3412,0
25223,861,289,3431,0
25224,861,189,3430,0
25226,861,197,3526,0
25227,861,190,3533,0
25231,861,290,3844,0
25232,861,289,3857,0
25233,861,289,3869,0
25234,861,289,3870,0
25237,861,190,4124,0
25238,861,291,4132,0
25239,861,289,4157,0
25241,861,289,4287,0
25243,861,287,4426,0
25244,861,199,4584,0
25245,861,289,4586,0
25247,861,292,4727,3
25248,861,56,4998,0
25249,861,293,5078,5
25250,861,289,5145,0
25251,861,294,5254,0
25252,861,295,5271,0
25254,861,289,5437,0
25255,861,56,5705,0
25256,861,289,5715,0
25257,861,288,5832,0
25258,861,289,5862,0
26101,890,66,0,4
26102,890,296,266,4
26103,890,297,268,4
26104,890,66,280,4
26108,890,63,589,4
26110,890,63,723,4
26114,890,62,961,4
26115,890,296,988,4
26117,890,66,990,4
26118,890,66,993,4
26119,890,71,1026,4
26120,890,66,1019,4
26122,890,298,1120,4
26123,890,66,1134,4
26124,890,297,1281,4
26125,890,66,1297,4
26129,890,298,1589,4
26130,890,60,1724,4
26131,890,66,1881,4
26132,890,297,1884,4
26133,890,298,1971,4
26134,890,297,2024,4
26135,890,66,2144,4
26136,890,297,2158,4
26138,890,298,2254,4
26139,890,66,2446,4
26140,890,297,2467,4
26141,890,66,2588,4
26142,890,297,2607,4
26143,890,296,2879,4
26144,890,297,2880,4
26145,890,298,3024,4
26146,890,297,3039,4
26147,890,66,3162,4
26149,890,297,3180,4
26150,890,297,3316,4
26151,890,297,3387,4
26152,890,66,3436,4
26153,890,63,3430,4
26154,890,66,3442,4
26157,890,66,3884,4
26158,890,63,3883,4
26161,890,298,3966,4
26162,890,63,4028,4
